storyNumber,storyTitleFinal,storyTitlePrevious,biblicalReference,sceneNumber,audioFileName,appPath,textoFinalNarrar,direcaoDeVoz,sonoplastiaOpcional
08,O Bom Samaritano,,Lucas 10:25 a 37,01,good_samaritan_scene_01.mp3,assets/audio/good_samaritan/good_samaritan_scene_01.mp3,Um mestre da lei perguntou a Jesus o que deveria fazer para herdar a vida eterna. Jesus perguntou o que estava escrito na Lei. O homem respondeu que devemos amar a Deus de todo o coração e amar o próximo como a nós mesmos. Então ele perguntou: “Quem é o meu próximo?”,Voz conversada e clara.,Ambiente de ensino tranquilo.
08,O Bom Samaritano,,Lucas 10:25 a 37,02,good_samaritan_scene_02.mp3,assets/audio/good_samaritan/good_samaritan_scene_02.mp3,Jesus respondeu contando uma parábola. Um homem descia de Jerusalém para Jericó quando foi atacado por assaltantes. Eles levaram o que ele tinha e o deixaram ferido no caminho. O homem precisava muito de ajuda.,"Voz séria, sem violência gráfica.",Passos e vento de estrada.
08,O Bom Samaritano,,Lucas 10:25 a 37,03,good_samaritan_scene_03.mp3,assets/audio/good_samaritan/good_samaritan_scene_03.mp3,"Um sacerdote passou por aquele caminho. Ele viu o homem ferido, mas passou pelo outro lado e não parou para ajudar. A pessoa caída continuou sozinha na estrada.",Voz triste e objetiva.,Passos se afastando.
08,O Bom Samaritano,,Lucas 10:25 a 37,04,good_samaritan_scene_04.mp3,assets/audio/good_samaritan/good_samaritan_scene_04.mp3,"Depois, um levita também passou por ali. Ele viu o homem ferido, mas também seguiu adiante. Mais uma vez, quem precisava de ajuda foi deixado sem cuidado.",Voz contida.,"Passos se afastando, silêncio."
08,O Bom Samaritano,,Lucas 10:25 a 37,05,good_samaritan_scene_05.mp3,assets/audio/good_samaritan/good_samaritan_scene_05.mp3,"Então chegou um samaritano. Judeus e samaritanos não costumavam se dar bem, mas aquele homem não passou de largo. Quando viu o ferido, teve compaixão e se aproximou para cuidar dele.",Voz de esperança.,Trilha suave de compaixão.
08,O Bom Samaritano,,Lucas 10:25 a 37,06,good_samaritan_scene_06.mp3,assets/audio/good_samaritan/good_samaritan_scene_06.mp3,"O samaritano tratou as feridas do homem, aplicando azeite e vinho, como se fazia naquele tempo, e colocou faixas sobre elas. Ele cuidou de alguém que nem conhecia. A compaixão virou atitude.",Voz cuidadosa e prática.,Som leve de tecido e cuidado.
08,O Bom Samaritano,,Lucas 10:25 a 37,07,good_samaritan_scene_07.mp3,assets/audio/good_samaritan/good_samaritan_scene_07.mp3,"Depois, o samaritano colocou o homem em seu próprio animal e o levou devagar até uma estalagem. Lá, continuou cuidando dele. Seu amor não ficou apenas em palavras.",Voz gentil.,Passos lentos de animal na estrada.
08,O Bom Samaritano,,Lucas 10:25 a 37,08,good_samaritan_scene_08.mp3,assets/audio/good_samaritan/good_samaritan_scene_08.mp3,"No dia seguinte, o samaritano entregou dinheiro ao dono da estalagem e pediu que continuasse cuidando do homem. Também prometeu pagar o que fosse necessário quando voltasse. Ele deu tempo, cuidado e recursos para ajudar.",Voz de admiração.,Ambiente de estalagem discreto.
08,O Bom Samaritano,,Lucas 10:25 a 37,09,good_samaritan_scene_09.mp3,assets/audio/good_samaritan/good_samaritan_scene_09.mp3,"Depois da parábola, Jesus perguntou qual dos três havia sido o próximo do homem ferido. O mestre da lei respondeu que foi aquele que usou de misericórdia. Ele havia entendido a lição.",Voz didática.,Pausa reflexiva.
08,O Bom Samaritano,,Lucas 10:25 a 37,10,good_samaritan_scene_10.mp3,assets/audio/good_samaritan/good_samaritan_scene_10.mp3,"Então Jesus disse: “Vá e faça o mesmo.” Amar o próximo não é apenas saber a resposta certa. É agir com misericórdia. Quando alguém precisa de ajuda, Deus nos chama a olhar, aproximar e cuidar.","Voz final, encorajadora.",Trilha leve de missão.
09,Abraão e as Estrelas,,Gênesis 15,01,abraham_stars_scene_01.mp3,assets/audio/abraham_stars/abraham_stars_scene_01.mp3,"Em uma noite especial, Deus falou com Abrão, que mais tarde seria chamado Abraão. Em uma visão, o Senhor disse que era seu escudo e sua recompensa. Abrão ouviu com atenção, mas carregava uma pergunta no coração.",Voz tranquila e reverente.,"Noite suave, grilos discretos."
09,Abraão e as Estrelas,,Gênesis 15,02,abraham_stars_scene_02.mp3,assets/audio/abraham_stars/abraham_stars_scene_02.mp3,"Abrão disse ao Senhor que não tinha filho. Ele se perguntava como a promessa de Deus se cumpriria. Abrão foi sincero diante de Deus, e Deus ouviu seu coração.",Voz íntima e respeitosa.,Silêncio de noite.
09,Abraão e as Estrelas,,Gênesis 15,03,abraham_stars_scene_03.mp3,assets/audio/abraham_stars/abraham_stars_scene_03.mp3,"Então Deus levou Abrão para fora e mandou que ele olhasse para o céu. As estrelas brilhavam acima dele. Deus disse que a descendência de Abrão seria numerosa, como as estrelas que ele não conseguia contar.",Voz de encantamento.,Cintilar suave.
09,Abraão e as Estrelas,,Gênesis 15,04,abraham_stars_scene_04.mp3,assets/audio/abraham_stars/abraham_stars_scene_04.mp3,"Abrão creu no Senhor. Mesmo sem ver a promessa cumprida naquele momento, ele confiou na palavra de Deus. A Bíblia diz que o Senhor recebeu essa fé como justiça.",Voz serena e forte.,Trilha leve de fé.
09,Abraão e as Estrelas,,Gênesis 15,05,abraham_stars_scene_05.mp3,assets/audio/abraham_stars/abraham_stars_scene_05.mp3,"Deus também falou sobre a terra que daria à descendência de Abrão. Ele estava formando uma aliança, uma promessa firme. Deus não esquece o que promete.",Voz segura.,Ambiente de promessa.
09,Abraão e as Estrelas,,Gênesis 15,06,abraham_stars_scene_06.mp3,assets/audio/abraham_stars/abraham_stars_scene_06.mp3,"Naquele dia, Deus mostrou que conhecia o futuro. Falou sobre gerações que ainda viriam e sobre tempos difíceis e de livramento. Deus vê além do que nós conseguimos ver.",Voz contemplativa.,Trilha misteriosa suave.
09,Abraão e as Estrelas,,Gênesis 15,07,abraham_stars_scene_07.mp3,assets/audio/abraham_stars/abraham_stars_scene_07.mp3,"Abrão preparou tudo conforme o Senhor havia mandado. Ele esperou diante de Deus. Às vezes, confiar também significa esperar com o coração atento.",Voz paciente.,Silêncio reverente.
09,Abraão e as Estrelas,,Gênesis 15,08,abraham_stars_scene_08.mp3,assets/audio/abraham_stars/abraham_stars_scene_08.mp3,"Quando o sol já havia se posto, Deus confirmou sua aliança de forma solene. A presença de Deus passou entre os animais preparados. A promessa vinha do Senhor e seria sustentada por Ele.","Voz reverente, sem exagero.","Som grave e luminoso, sem parecer magia."
09,Abraão e as Estrelas,,Gênesis 15,09,abraham_stars_scene_09.mp3,assets/audio/abraham_stars/abraham_stars_scene_09.mp3,Deus prometeu uma terra para a descendência de Abrão. Aquela promessa fazia parte de um plano maior. Deus estava conduzindo a história com fidelidade.,Voz ampla e esperançosa.,Trilha de horizonte.
09,Abraão e as Estrelas,,Gênesis 15,10,abraham_stars_scene_10.mp3,assets/audio/abraham_stars/abraham_stars_scene_10.mp3,"As estrelas lembravam a Abrão que Deus é fiel. Ele ainda não via tudo pronto, mas confiava em quem havia prometido. A fé de Abrão nos ensina a confiar na palavra do Senhor.",Voz final e confiante.,Noite com música suave.
10,José e a Túnica Especial,José e o Manto Colorido,Gênesis 37 e 39 a 45,01,joseph_colorful_coat_scene_01.mp3,assets/audio/joseph_colorful_coat/joseph_colorful_coat_scene_01.mp3,"Jacó amava José, seu filho, e lhe deu uma túnica especial. Aquilo chamou a atenção dos irmãos de José, que ficaram com ciúmes. Quando o ciúme cresce no coração, pode trazer tristeza e divisão.","Voz familiar, com alerta leve.",Ambiente de casa e tecido suave.
10,José e a Túnica Especial,José e o Manto Colorido,Gênesis 37 e 39 a 45,02,joseph_colorful_coat_scene_02.mp3,assets/audio/joseph_colorful_coat/joseph_colorful_coat_scene_02.mp3,"José teve sonhos que mostravam que, um dia, sua família se curvaria diante dele. Quando contou os sonhos, seus irmãos ficaram ainda mais irritados. José ainda não entendia tudo, mas Deus conduziria sua história.",Voz de mistério suave.,Som de sonho discreto.
10,José e a Túnica Especial,José e o Manto Colorido,Gênesis 37 e 39 a 45,03,joseph_colorful_coat_scene_03.mp3,assets/audio/joseph_colorful_coat/joseph_colorful_coat_scene_03.mp3,Os irmãos de José deixaram a raiva crescer. Eles começaram a planejar algo muito errado contra ele. A história mostra como o pecado no coração pode machucar pessoas de verdade.,"Voz séria, sem terror.",Tensão leve.
10,José e a Túnica Especial,José e o Manto Colorido,Gênesis 37 e 39 a 45,04,joseph_colorful_coat_scene_04.mp3,assets/audio/joseph_colorful_coat/joseph_colorful_coat_scene_04.mp3,"José foi vendido a mercadores e levado para o Egito, longe de sua família. Foi uma situação muito triste e injusta. Mesmo assim, Deus não abandonou José.",Voz compassiva.,Passos e camelos distantes.
10,José e a Túnica Especial,José e o Manto Colorido,Gênesis 37 e 39 a 45,05,joseph_colorful_coat_scene_05.mp3,assets/audio/joseph_colorful_coat/joseph_colorful_coat_scene_05.mp3,"No Egito, José foi trabalhar na casa de Potifar. Ele serviu com responsabilidade, e o Senhor estava com ele. Mesmo longe de casa, José continuou vivendo diante de Deus.",Voz firme e esperançosa.,Ambiente de casa antiga.
10,José e a Túnica Especial,José e o Manto Colorido,Gênesis 37 e 39 a 45,06,joseph_colorful_coat_scene_06.mp3,assets/audio/joseph_colorful_coat/joseph_colorful_coat_scene_06.mp3,"Depois, José sofreu uma injustiça e foi colocado na prisão. A prisão era um lugar difícil, mas Deus continuava com ele. A presença do Senhor não dependia do lugar onde José estava.",Voz de esperança em meio à tristeza.,"Ambiente silencioso, luz suave."
10,José e a Túnica Especial,José e o Manto Colorido,Gênesis 37 e 39 a 45,07,joseph_colorful_coat_scene_07.mp3,assets/audio/joseph_colorful_coat/joseph_colorful_coat_scene_07.mp3,"Na prisão, alguns homens tiveram sonhos. José sabia que a interpretação pertence a Deus. Ele ajudou aqueles homens, reconhecendo que a sabedoria vinha do Senhor.",Voz cuidadosa.,Som discreto de sonho.
10,José e a Túnica Especial,José e o Manto Colorido,Gênesis 37 e 39 a 45,08,joseph_colorful_coat_scene_08.mp3,assets/audio/joseph_colorful_coat/joseph_colorful_coat_scene_08.mp3,"Mais tarde, o faraó teve sonhos que ninguém conseguia explicar. Então se lembraram de José. Deus deu a José sabedoria para entender os sonhos e orientar o Egito em um tempo de fome.",Voz de virada e surpresa.,Ambiente de palácio.
10,José e a Túnica Especial,José e o Manto Colorido,Gênesis 37 e 39 a 45,09,joseph_colorful_coat_scene_09.mp3,assets/audio/joseph_colorful_coat/joseph_colorful_coat_scene_09.mp3,José foi tirado da prisão e colocado em uma posição importante no Egito. Ele ajudou a guardar alimento e salvar muitas vidas durante a fome. Deus estava transformando sofrimento em cuidado para muitos.,"Voz celebrativa, sem exagero.",Trilha de esperança.
10,José e a Túnica Especial,José e o Manto Colorido,Gênesis 37 e 39 a 45,10,joseph_colorful_coat_scene_10.mp3,assets/audio/joseph_colorful_coat/joseph_colorful_coat_scene_10.mp3,"Quando seus irmãos foram ao Egito buscar comida, José os reconheceu. Ele poderia ter respondido com vingança, mas escolheu perdoar. José entendeu que Deus havia usado sua história para preservar vidas.",Voz emocionada e reconciliadora.,Trilha suave de perdão.
11,Moisés e o Mar Vermelho,,Êxodo 13:17 a 15:21,01,moses_red_sea_scene_01.mp3,assets/audio/moses_red_sea/moses_red_sea_scene_01.mp3,"Depois de muito tempo no Egito, o povo de Israel saiu em direção à liberdade. Deus havia ouvido o clamor do seu povo e estava conduzindo a caminhada. A viagem pelo deserto começava sob o cuidado do Senhor.",Voz de início de jornada.,"Passos de multidão, vento suave."
11,Moisés e o Mar Vermelho,,Êxodo 13:17 a 15:21,02,moses_red_sea_scene_02.mp3,assets/audio/moses_red_sea/moses_red_sea_scene_02.mp3,Faraó mudou de ideia e enviou seu exército atrás dos israelitas. Carros de guerra e cavaleiros se aproximavam. O povo olhou para trás e viu o perigo chegando.,Voz de suspense moderado.,Tambores baixos e passos distantes.
11,Moisés e o Mar Vermelho,,Êxodo 13:17 a 15:21,03,moses_red_sea_scene_03.mp3,assets/audio/moses_red_sea/moses_red_sea_scene_03.mp3,"À frente estava o mar. Atrás, o exército do Egito. O povo ficou com medo e começou a reclamar com Moisés. Parecia não haver saída, mas Deus ainda não havia terminado a história.","Voz tensa, com esperança.",Mar ao fundo.
11,Moisés e o Mar Vermelho,,Êxodo 13:17 a 15:21,04,moses_red_sea_scene_04.mp3,assets/audio/moses_red_sea/moses_red_sea_scene_04.mp3,"Moisés respondeu ao povo que não tivesse medo. Ele disse que ficariam firmes e veriam o livramento do Senhor. Deus lutaria por eles. Naquele momento, o povo precisava confiar.",Voz firme e encorajadora.,Trilha de fé crescente.
11,Moisés e o Mar Vermelho,,Êxodo 13:17 a 15:21,05,moses_red_sea_scene_05.mp3,assets/audio/moses_red_sea/moses_red_sea_scene_05.mp3,A coluna de nuvem se moveu e ficou entre Israel e o exército egípcio. Deus colocou separação entre o seu povo e o perigo. O Senhor guardava Israel enquanto preparava o caminho.,Voz reverente.,Vento e ambiente de proteção.
11,Moisés e o Mar Vermelho,,Êxodo 13:17 a 15:21,06,moses_red_sea_scene_06.mp3,assets/audio/moses_red_sea/moses_red_sea_scene_06.mp3,"Deus mandou Moisés estender a mão sobre o mar. Durante a noite, o Senhor fez soprar um forte vento, e as águas começaram a se dividir. Deus estava abrindo caminho onde parecia impossível passar.",Voz de admiração.,"Vento crescente, sem estrondo agressivo."
11,Moisés e o Mar Vermelho,,Êxodo 13:17 a 15:21,07,moses_red_sea_scene_07.mp3,assets/audio/moses_red_sea/moses_red_sea_scene_07.mp3,"As águas se abriram, e apareceu um caminho em terra seca. O povo de Israel atravessou pelo meio do mar, com as águas como muros de cada lado. Só o Senhor poderia fazer um livramento assim.",Voz maravilhada.,"Mar abrindo, música ampla."
11,Moisés e o Mar Vermelho,,Êxodo 13:17 a 15:21,08,moses_red_sea_scene_08.mp3,assets/audio/moses_red_sea/moses_red_sea_scene_08.mp3,"Famílias, crianças, idosos e todo o povo atravessaram juntos. Eles caminharam pelo caminho que Deus havia aberto. Cada passo mostrava que o Senhor estava conduzindo seu povo.",Voz segura e calorosa.,Passos leves e água ao redor.
11,Moisés e o Mar Vermelho,,Êxodo 13:17 a 15:21,09,moses_red_sea_scene_09.mp3,assets/audio/moses_red_sea/moses_red_sea_scene_09.mp3,"O exército egípcio tentou seguir pelo mesmo caminho, mas Deus confundiu seus carros. O perigo que perseguia Israel não conseguiu vencer o livramento do Senhor. Deus protegeu seu povo.","Voz séria, sem violência gráfica.","Tensão breve, depois alívio."
11,Moisés e o Mar Vermelho,,Êxodo 13:17 a 15:21,10,moses_red_sea_scene_10.mp3,assets/audio/moses_red_sea/moses_red_sea_scene_10.mp3,"Israel chegou seguro ao outro lado. Então Moisés e o povo louvaram ao Senhor, e Miriam celebrou com tamborim. O povo aprendeu que Deus é poderoso para salvar e digno de todo louvor.",Voz celebrativa.,"Tamborim suave e canto alegre, sem exagero."
12,Rute e Noemi,,Rute 1 a 4,01,ruth_naomi_scene_01.mp3,assets/audio/ruth_naomi/ruth_naomi_scene_01.mp3,"Noemi morava em Moabe com sua família. Seus filhos se casaram com Orfa e Rute. Por um tempo, aquela família viveu junta em uma terra distante. Mas a vida deles passaria por momentos difíceis.",Voz familiar e calma.,Ambiente de casa simples.
12,Rute e Noemi,,Rute 1 a 4,02,ruth_naomi_scene_02.mp3,assets/audio/ruth_naomi/ruth_naomi_scene_02.mp3,Noemi perdeu seu marido e depois seus dois filhos. Foi uma tristeza muito grande. Rute e Orfa também sofreram. A Bíblia mostra que Deus conhece a dor das famílias e não fica longe de quem chora.,Voz compassiva.,Trilha suave de consolo.
12,Rute e Noemi,,Rute 1 a 4,03,ruth_naomi_scene_03.mp3,assets/audio/ruth_naomi/ruth_naomi_scene_03.mp3,"Noemi decidiu voltar para Belém. Ela disse às noras que poderiam voltar para suas famílias. Orfa se despediu com lágrimas, mas Rute não quis abandonar Noemi.",Voz sensível.,"Passos de viagem, choro discreto."
12,Rute e Noemi,,Rute 1 a 4,04,ruth_naomi_scene_04.mp3,assets/audio/ruth_naomi/ruth_naomi_scene_04.mp3,"Rute disse que iria com Noemi. O povo de Noemi seria o seu povo, e o Deus de Noemi seria o seu Deus. Rute escolheu fidelidade, amor e fé, mesmo sem saber como seria o futuro.",Voz emocionada e firme.,Trilha de decisão amorosa.
12,Rute e Noemi,,Rute 1 a 4,05,ruth_naomi_scene_05.mp3,assets/audio/ruth_naomi/ruth_naomi_scene_05.mp3,"Rute e Noemi chegaram a Belém no tempo da colheita. Elas precisavam de alimento. Então Rute foi aos campos recolher espigas deixadas para os pobres e estrangeiros, como a Lei de Deus permitia.",Voz de recomeço.,Campo e colheita suave.
12,Rute e Noemi,,Rute 1 a 4,06,ruth_naomi_scene_06.mp3,assets/audio/ruth_naomi/ruth_naomi_scene_06.mp3,"Rute foi parar no campo de Boaz, um homem bondoso da família de Noemi. Boaz ouviu falar da fidelidade de Rute e a tratou com respeito. Ele permitiu que ela colhesse em segurança.",Voz calorosa.,Ambiente de campo alegre.
12,Rute e Noemi,,Rute 1 a 4,07,ruth_naomi_scene_07.mp3,assets/audio/ruth_naomi/ruth_naomi_scene_07.mp3,"Noemi percebeu que Boaz era um parente que poderia ajudar sua família. Naquele tempo, havia um costume de cuidado chamado resgate. Deus estava abrindo um caminho de proteção para Rute e Noemi.",Voz explicativa e simples.,Trilha de esperança.
12,Rute e Noemi,,Rute 1 a 4,08,ruth_naomi_scene_08.mp3,assets/audio/ruth_naomi/ruth_naomi_scene_08.mp3,Boaz agiu com justiça e bondade. Ele assumiu a responsabilidade de cuidar da família de Noemi e se casou com Rute. A tristeza começou a dar lugar a um novo começo.,Voz alegre e serena.,Celebração discreta.
12,Rute e Noemi,,Rute 1 a 4,09,ruth_naomi_scene_09.mp3,assets/audio/ruth_naomi/ruth_naomi_scene_09.mp3,"Rute e Boaz tiveram um filho chamado Obede. Noemi pôde segurá-lo nos braços com alegria. Depois de tanta dor, Deus trouxe consolo e esperança para aquela família.",Voz de ternura.,Som de bebê bem suave.
12,Rute e Noemi,,Rute 1 a 4,10,ruth_naomi_scene_10.mp3,assets/audio/ruth_naomi/ruth_naomi_scene_10.mp3,"Obede se tornou avô do rei Davi. A história de Rute mostra que Deus trabalha por meio da fidelidade, da bondade e do cuidado entre pessoas. Mesmo em tempos difíceis, o Senhor pode preparar um caminho de esperança.",Voz final e esperançosa.,Trilha de família e promessa.
13,"Ester, a Rainha Corajosa",,Ester 2 a 8,01,esther_queen_scene_01.mp3,assets/audio/esther_queen/esther_queen_scene_01.mp3,"Ester era uma jovem judia criada por seu primo Mardoqueu. Ela vivia em um reino estrangeiro, onde muitas coisas eram diferentes. Mesmo longe de sua história e de seu povo, Ester não estava esquecida.",Voz de apresentação doce.,Ambiente de cidade antiga.
13,"Ester, a Rainha Corajosa",,Ester 2 a 8,02,esther_queen_scene_02.mp3,assets/audio/esther_queen/esther_queen_scene_02.mp3,Ester foi escolhida para se tornar rainha. Era uma posição importante e delicada. Mardoqueu continuava cuidando dela com conselhos sábios. Ester precisava agir com atenção e humildade.,Voz nobre e suave.,Palácio discreto.
13,"Ester, a Rainha Corajosa",,Ester 2 a 8,03,esther_queen_scene_03.mp3,assets/audio/esther_queen/esther_queen_scene_03.mp3,No palácio havia um homem chamado Hamã. Ele ficou cheio de orgulho e raiva contra Mardoqueu e contra o povo judeu. Hamã planejou fazer mal ao povo de Ester.,"Voz séria, sem assustar.",Tensão leve.
13,"Ester, a Rainha Corajosa",,Ester 2 a 8,04,esther_queen_scene_04.mp3,assets/audio/esther_queen/esther_queen_scene_04.mp3,Mardoqueu soube do perigo e ficou muito triste. Ele pediu que Ester falasse com o rei. Mas entrar diante do rei sem ser chamada era arriscado. Ester teria que escolher entre o medo e a coragem.,Voz de preocupação e coragem.,Som de mensagem urgente.
13,"Ester, a Rainha Corajosa",,Ester 2 a 8,05,esther_queen_scene_05.mp3,assets/audio/esther_queen/esther_queen_scene_05.mp3,"Mardoqueu lembrou Ester de que talvez ela estivesse naquela posição para um tempo como aquele. Ester pediu que o povo jejuasse por ela. Depois, decidiu: iria falar com o rei.",Voz firme e reverente.,Trilha de decisão.
13,"Ester, a Rainha Corajosa",,Ester 2 a 8,06,esther_queen_scene_06.mp3,assets/audio/esther_queen/esther_queen_scene_06.mp3,"Ester se vestiu como rainha e entrou no pátio do palácio. O rei a recebeu com favor. Ester não falou tudo de uma vez. Com sabedoria, convidou o rei e Hamã para um banquete.",Voz de suspense suave.,Ambiente de palácio.
13,"Ester, a Rainha Corajosa",,Ester 2 a 8,07,esther_queen_scene_07.mp3,assets/audio/esther_queen/esther_queen_scene_07.mp3,"No momento certo, Ester revelou seu pedido. Ela contou que seu povo estava em perigo e pediu que sua vida e a vida do seu povo fossem preservadas. Ester falou com coragem e verdade.",Voz clara e corajosa.,Pausa de atenção.
13,"Ester, a Rainha Corajosa",,Ester 2 a 8,08,esther_queen_scene_08.mp3,assets/audio/esther_queen/esther_queen_scene_08.mp3,O plano de Hamã foi descoberto. O rei entendeu a injustiça e agiu para proteger Ester e seu povo. O mal que havia sido planejado começou a perder força.,"Voz de justiça, sem vingança gráfica.",Tensão se desfazendo.
13,"Ester, a Rainha Corajosa",,Ester 2 a 8,09,esther_queen_scene_09.mp3,assets/audio/esther_queen/esther_queen_scene_09.mp3,"Uma nova ordem foi escrita para que o povo judeu pudesse se proteger. A tristeza virou esperança. Muitos se alegraram, porque a vida do povo havia sido preservada.",Voz alegre e aliviada.,Celebração moderada.
13,"Ester, a Rainha Corajosa",,Ester 2 a 8,10,esther_queen_scene_10.mp3,assets/audio/esther_queen/esther_queen_scene_10.mp3,"A história de Ester mostra coragem, sabedoria e cuidado pelo povo. Mesmo quando Deus não é mencionado diretamente no livro, vemos que a história não estava sem direção. Ester usou sua posição para fazer o bem.",Voz final e reflexiva.,Trilha nobre e esperançosa.
14,A Pesca Milagrosa,,Lucas 5:1 a 11,01,miraculous_catch_scene_01.mp3,assets/audio/miraculous_catch/miraculous_catch_scene_01.mp3,"Jesus estava perto do lago de Genesaré, e uma multidão queria ouvir a palavra de Deus. Havia barcos junto à margem, e alguns pescadores lavavam suas redes depois de uma noite difícil.",Voz tranquila de começo.,Água do lago e pessoas ao fundo.
14,A Pesca Milagrosa,,Lucas 5:1 a 11,02,miraculous_catch_scene_02.mp3,assets/audio/miraculous_catch/miraculous_catch_scene_02.mp3,"Jesus entrou no barco de Simão e pediu que ele o afastasse um pouco da terra. Sentado no barco, Jesus ensinou a multidão. Até um barco simples podia se tornar lugar de ensino e bênção.",Voz didática e serena.,Água suave batendo no barco.
14,A Pesca Milagrosa,,Lucas 5:1 a 11,03,miraculous_catch_scene_03.mp3,assets/audio/miraculous_catch/miraculous_catch_scene_03.mp3,"Quando terminou de ensinar, Jesus disse a Simão que levasse o barco para águas mais profundas e lançasse as redes. Simão explicou que haviam trabalhado a noite toda sem pegar nada.",Voz de expectativa.,Remo na água.
14,A Pesca Milagrosa,,Lucas 5:1 a 11,04,miraculous_catch_scene_04.mp3,assets/audio/miraculous_catch/miraculous_catch_scene_04.mp3,"Mesmo cansado, Simão respondeu que lançaria as redes porque Jesus havia falado. Ele obedeceu à palavra de Jesus, mesmo depois de uma noite sem resultado.",Voz de confiança simples.,Pausa e som de rede.
14,A Pesca Milagrosa,,Lucas 5:1 a 11,05,miraculous_catch_scene_05.mp3,assets/audio/miraculous_catch/miraculous_catch_scene_05.mp3,"Quando lançaram as redes, pegaram tantos peixes que as redes começaram a se encher muito. Era uma pesca abundante, maior do que eles esperavam. Jesus mostrou seu poder de forma surpreendente.",Voz maravilhada.,"Água viva e redes cheias, sem exagero."
14,A Pesca Milagrosa,,Lucas 5:1 a 11,06,miraculous_catch_scene_06.mp3,assets/audio/miraculous_catch/miraculous_catch_scene_06.mp3,Eles chamaram os companheiros do outro barco para ajudar. Os barcos ficaram cheios de peixes. Todos perceberam que algo extraordinário havia acontecido pela palavra de Jesus.,Voz alegre e admirada.,Movimento de pescadores trabalhando.
14,A Pesca Milagrosa,,Lucas 5:1 a 11,07,miraculous_catch_scene_07.mp3,assets/audio/miraculous_catch/miraculous_catch_scene_07.mp3,Simão Pedro ficou impressionado e reconheceu que estava diante de alguém santo. Ele se sentiu pequeno diante de Jesus. Mas Jesus não o afastou. Jesus o chamou para uma nova vida.,Voz reverente.,Trilha suave de encontro.
14,A Pesca Milagrosa,,Lucas 5:1 a 11,08,miraculous_catch_scene_08.mp3,assets/audio/miraculous_catch/miraculous_catch_scene_08.mp3,"Jesus disse a Simão que não tivesse medo. A partir daquele momento, ele seria chamado para alcançar pessoas. Jesus estava transformando pescadores comuns em discípulos.",Voz encorajadora.,Trilha de chamado.
14,A Pesca Milagrosa,,Lucas 5:1 a 11,09,miraculous_catch_scene_09.mp3,assets/audio/miraculous_catch/miraculous_catch_scene_09.mp3,"Quando chegaram à praia, Simão, Tiago e João deixaram tudo e seguiram Jesus. Eles haviam visto o poder do Mestre e ouviram seu chamado. A vida deles mudou naquele dia.",Voz de decisão.,Passos na areia.
14,A Pesca Milagrosa,,Lucas 5:1 a 11,10,miraculous_catch_scene_10.mp3,assets/audio/miraculous_catch/miraculous_catch_scene_10.mp3,A pesca milagrosa nos lembra que a palavra de Jesus merece confiança. Ele chama pessoas comuns para segui-lo e participar da sua missão. Obedecer a Jesus abre caminhos que não conseguimos imaginar.,Voz final e inspiradora.,Encerramento junto ao lago.
15,Samuel Ouve a Voz de Deus,,1 Samuel 3,01,samuel_hears_god_scene_01.mp3,assets/audio/samuel_hears_god/samuel_hears_god_scene_01.mp3,"Samuel ainda era menino e servia ao Senhor no tabernáculo, ajudando o sacerdote Eli. Ele estava aprendendo a viver perto das coisas de Deus. Era uma vida simples, cheia de serviço e atenção.",Voz doce e introdutória.,Ambiente calmo de noite.
15,Samuel Ouve a Voz de Deus,,1 Samuel 3,02,samuel_hears_god_scene_02.mp3,assets/audio/samuel_hears_god/samuel_hears_god_scene_02.mp3,"Certa noite, Samuel estava deitado. A lâmpada de Deus ainda não havia se apagado. Então ele ouviu alguém chamar: “Samuel!” Ele correu até Eli, pensando que o sacerdote o havia chamado.",Voz de surpresa leve.,Silêncio noturno e passos rápidos.
15,Samuel Ouve a Voz de Deus,,1 Samuel 3,03,samuel_hears_god_scene_03.mp3,assets/audio/samuel_hears_god/samuel_hears_god_scene_03.mp3,"Eli disse que não o havia chamado e mandou Samuel voltar a deitar. Samuel obedeceu. Ele ainda não reconhecia a voz do Senhor, pois estava aprendendo.",Voz calma.,Pausa suave.
15,Samuel Ouve a Voz de Deus,,1 Samuel 3,04,samuel_hears_god_scene_04.mp3,assets/audio/samuel_hears_god/samuel_hears_god_scene_04.mp3,"O Senhor chamou Samuel outra vez. Samuel se levantou e foi até Eli de novo. Eli repetiu que não o havia chamado. A noite seguia silenciosa, mas Deus estava chamando o menino.",Voz de mistério leve.,Som de noite.
15,Samuel Ouve a Voz de Deus,,1 Samuel 3,05,samuel_hears_god_scene_05.mp3,assets/audio/samuel_hears_god/samuel_hears_god_scene_05.mp3,"Quando o chamado aconteceu novamente, Eli entendeu que era o Senhor quem chamava Samuel. Então ensinou o menino a responder: “Fala, Senhor, porque o teu servo ouve.”",Voz reverente e didática.,Trilha suave de revelação.
15,Samuel Ouve a Voz de Deus,,1 Samuel 3,06,samuel_hears_god_scene_06.mp3,assets/audio/samuel_hears_god/samuel_hears_god_scene_06.mp3,"Samuel voltou para o seu lugar. Quando o Senhor o chamou, ele respondeu como Eli havia ensinado. Samuel se colocou diante de Deus com um coração disposto a ouvir.",Voz humilde e reverente.,Silêncio respeitoso.
