"trilha","storyId","tituloHistoria","sceneNumber","textoNarracao","tomSugerido","audioFileName"
"Pequeninos","jonah_big_fish","Jonas e o Peixe","3","Deus mandou uma grande tempestade no mar. As ondas ficaram enormes! O navio balançava para um lado e para o outro. Os marinheiros ficavam com muito medo e gritavam para os seus deuses, jogando carga no mar para aliviar o peso. Mas Jonas ainda estava dormindo lá embaixo! O capitão o acordou: ""Levanta! Ora ao teu Deus! Talvez Ele nos salve!""","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_jonah_big_fish_scene_03.mp3"
"Pequeninos","jonah_big_fish","Jonas e o Peixe","4","Os marinheiros sortearam para saber quem era culpado pela tempestade — e o sorteio caiu em Jonas! Jonas confessou: ""Eu fugi de Deus. Jogai-me ao mar e ele se acalmará."" Os marinheiros tentaram remar de volta, mas não conseguiram. Por fim, com o coração pesado, jogaram Jonas ao mar — e imediatamente a tempestade parou! Todos ficaram maravilhados com o poder do Deus de Jonas.","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_jonah_big_fish_scene_04.mp3"
"Pequeninos","jonah_big_fish","Jonas e o Peixe","5","Jonas afundou nas águas frias e escuras. Mas Deus tinha um plano! Ele preparou um peixe enorme — maior que Jonas jamais tinha visto — que abriu a boca grandona e GULP! Engoliu Jonas inteiro! E Jonas ficou vivo dentro do peixe. Aquilo não era um castigo — era um resgate! Deus usou um peixe gigante para salvar Jonas e lhe dar uma segunda chance maravilhosa.","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_jonah_big_fish_scene_05.mp3"
"Pequeninos","jonah_big_fish","Jonas e o Peixe","6","Dentro do peixe, no escuro e no silêncio, Jonas começou a orar. Ele orou com todo o coração, lembrando-se de Deus e se arrependendo. ""Das profundezas do abismo clamei a Ti, ó Senhor! Minha oração chegou até Ti!"" Jonas descobriu que Deus ouve em qualquer lugar — até dentro de um peixe no fundo do mar. Nenhum lugar é longe demais para a oração alcançar Deus!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_jonah_big_fish_scene_06.mp3"
"Pequeninos","jonah_big_fish","Jonas e o Peixe","7","Depois de três dias e três noites dentro do peixe, Deus falou ao peixe. E o peixe obedeceu! Ele nadou até a costa e PTCHUU — cuspiu Jonas na praia! Jonas caiu na areia molhada, olhou o sol brilhando e respirou o ar fresco. Ele estava vivo, livre e em terra seca. Deus tinha cuidado dele em um dos lugares mais improváveis do mundo. Que alegria deve ter sido sentir a areia sob os pés!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_jonah_big_fish_scene_07.mp3"
"Pequeninos","jonah_big_fish","Jonas e o Peixe","8","Desta vez, quando Deus disse ""Vai para Nínive!"", Jonas obedeceu! Nínive era tão grande que levava três dias para atravessá-la. Jonas entrou pela cidade e pregou: ""Daqui a quarenta dias, Nínive será destruída!"" Era uma mensagem difícil, mas necessária. Jonas aprendeu que obedecer na segunda chance exige coragem — mas vale muito mais a pena do que fugir!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_jonah_big_fish_scene_08.mp3"
"Pequeninos","jonah_big_fish","Jonas e o Peixe","9","Uma coisa incrível aconteceu: o povo de Nínive ouviu a mensagem de Jonas e SE ARREPENDEU! Do rei mais poderoso até a pessoa mais simples, todos pararam, oraram e pediram perdão a Deus. O rei tirou a coroa, colocou roupas simples e declarou jejum para todo o povo. Deus viu o arrependimento sincero deles e não destruiu a cidade. Deus é sempre misericordioso com quem se arrepende!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_jonah_big_fish_scene_09.mp3"
"Pequeninos","jonah_big_fish","Jonas e o Peixe","10","Jonas ficou bravo quando Deus perdoou Nínive — ele achava que aquelas pessoas não mereciam perdão. Mas Deus disse a Jonas: ""Você ficou triste por causa de uma plantinha. E eu não deveria me compadecer de Nínive, com tantos milhares de pessoas?"" Jonas aprendeu a lição mais importante: o amor de Deus é muito maior do que conseguimos entender. Deus ama a todos e quer que todos sejam perdoados!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_jonah_big_fish_scene_10.mp3"
"Pequeninos","lost_sheep","A Ovelha Perdida","1","Jesus estava conversando com muitas pessoas quando contou uma história linda. Ele disse: ""Imaginem um pastor que tem cem ovelhas. Ele as conhece pelo nome, sabe as que são tímidas, as que são corajosas, as que precisam de mais cuidado. O pastor ama cada ovelha com um amor real e completo."" Jesus era esse pastor e nós somos as ovelhas — amados e conhecidos por Ele!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_lost_sheep_scene_01.mp3"
"Pequeninos","lost_sheep","A Ovelha Perdida","2","Um dia, uma ovelhinha do rebanho ficou curiosa. Ela foi andando, andando, andando... olhando as flores, cheirando a grama, explorando um caminho novo. Mas quando ela olhou para trás, o rebanho havia desaparecido! Ela estava sozinha. Chamou por outros: ""Meee... meee..."" Mas só ouvia o eco. A noite estava chegando e ela estava perdida, com frio e com medo.","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_lost_sheep_scene_02.mp3"
"Pequeninos","lost_sheep","A Ovelha Perdida","3","Ao anoitecer, o pastor reuniu suas ovelhas e começou a contá-las: ""Uma, duas, três..."" Quando chegou na contagem, percebeu: faltava uma! Uma ovelha havia sumido. O coração do pastor apertou. Ele olhou para as 99 ovelhas que estavam bem. Mas não conseguia ficar tranquilo enquanto a centésima não estivesse de volta. Deus é assim com você — Ele nota quando você está longe!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_lost_sheep_scene_03.mp3"
"Pequeninos","lost_sheep","A Ovelha Perdida","4","""Fiquem aqui, vou buscar a que se perdeu!"" O pastor deixou as 99 ovelhas seguras num lugar protegido e saiu sozinho na escuridão. Ele carregava um cajado e uma lanterna de azeite. Não estava preocupado com o esforço nem com o perigo. Só pensava numa coisa: encontrar a ovelha perdida. É assim que Deus te busca — com toda a atenção, toda a força, todo o amor!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_lost_sheep_scene_04.mp3"
"Pequeninos","lost_sheep","A Ovelha Perdida","5","O pastor procurou em todos os lugares: entre os arbustos, atrás das pedras, pelos vales e nos morros. ""Ovelhinha! Onde você está?"" Sua voz ecoava pela noite. Ele não desistiu ao primeiro obstáculo. Não voltou porque estava cansado. Cada passo era movido pelo amor que sentia por aquela ovelha. Deus é assim com você — Ele não para de te buscar enquanto você estiver longe!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_lost_sheep_scene_05.mp3"
"Pequeninos","lost_sheep","A Ovelha Perdida","6","A noite foi passando. A lua subiu e as estrelas brilharam. O pastor continuava procurando. Cada ""Mee! Mee!"" distante que ele ouvia deixava seu coração esperançoso. Estava determinado. Não havia cansaço que o fizesse parar. O amor que um pai sente pelo filho — é assim que Deus sente por você. Esse amor não desiste. Nunca!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_lost_sheep_scene_06.mp3"
"Pequeninos","lost_sheep","A Ovelha Perdida","7","De repente — ""Meee!"" A ovelhinha estava atrás de uma pedra grande, com as patinhas trêmulas e os olhos arregalados. O pastor a viu! Seu coração disparou de alegria. Ele correu até ela, se ajoelhou no chão e a abraçou com força. A ovelhinha se aninhava nos braços do pastor, quentinha e segura. Pronto. Encontrada. Amada. É assim que Deus te encontra quando você volta para perto Dele!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_lost_sheep_scene_07.mp3"
"Pequeninos","lost_sheep","A Ovelha Perdida","8","O pastor não mandou a ovelhinha caminhar de volta sozinha. Ele a colocou nos ombros com alegria! Lá de cima, a ovelhinha podia ver tudo — as estrelas brilhando, o caminho, o rebanho ao longe. Ela estava segura nos ombros do pastor que a buscara. Deus faz o mesmo: quando você está fraco ou perdido, Ele não te manda se virar sozinho. Ele te carrega!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_lost_sheep_scene_08.mp3"
"Pequeninos","lost_sheep","A Ovelha Perdida","9","Quando o pastor chegou em casa com a ovelhinha, ele estava transbordando de alegria! Chamou os amigos e os vizinhos: ""Venham comemorar! Achei a minha ovelha que estava perdida!"" Havia festa, risadas, abraços e alegria contagiante. A ovelhinha que estava perdida agora estava em casa, segura e amada. Jesus disse: ""É assim no céu — há mais alegria por um pecador que se arrepende!""","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_lost_sheep_scene_09.mp3"
"Pequeninos","lost_sheep","A Ovelha Perdida","10","Jesus contou essa história para mostrar que cada pessoa é preciosa para Deus — assim como a ovelhinha perdida era preciosa para o pastor. Se você já se sentiu perdido, sozinho ou longe de Deus... saiba que Ele te está buscando com amor. Você é a ovelhinha dos ombros de Jesus. Você é o motivo da festa no céu. Você nunca andou longe demais para Deus não te encontrar!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_lost_sheep_scene_10.mp3"
"Pequeninos","good_samaritan","O Bom Samaritano","1","Um dia, um homem muito estudioso foi falar com Jesus.
Ele conhecia as leis de Deus muito bem.
Ele perguntou: — Jesus, o que eu preciso fazer para ter a vida eterna?
Jesus respondeu com uma pergunta: — O que está escrito na lei?
O homem respondeu: — Amar a Deus com tudo e amar o próximo como a si mesmo!
Jesus disse: — Exatamente! Faça isso e você terá a vida eterna.
Mas o homem tinha mais uma dúvida: — E quem é o meu próximo?","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_good_samaritan_scene_01.mp3"
"Pequeninos","good_samaritan","O Bom Samaritano","2","Para responder à pergunta, Jesus contou uma história.
Um homem estava viajando de Jerusalém para Jericó.
No meio do caminho, ladrões apareceram!
Eles roubaram tudo o que ele tinha.
Bateram nele e foram embora.
O pobre homem ficou sozinho, ferido, no chão da estrada.
Ele precisava muito de ajuda.","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_good_samaritan_scene_02.mp3"
"Pequeninos","good_samaritan","O Bom Samaritano","3","Logo um sacerdote passou por aquela estrada.
O sacerdote era uma pessoa importante do templo.
Ele viu o homem ferido ali no chão.
Mas ele foi para o outro lado do caminho.
Ele passou de largo sem parar.
Sem perguntar se estava bem.
Sem ajudar.","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_good_samaritan_scene_03.mp3"
"Pequeninos","good_samaritan","O Bom Samaritano","4","Depois, um levita veio pelo mesmo caminho.
Os levitas ajudavam no templo de Deus.
Ele também viu o homem ferido no chão.
Parou por um momento e olhou.
Mas foi embora também!
Ele passou de largo sem ajudar.
O homem ferido ficou sozinho de novo.","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_good_samaritan_scene_04.mp3"
"Pequeninos","good_samaritan","O Bom Samaritano","5","Então um samaritano passou por ali.
Os samaritanos e judeus não se gostavam.
Seria fácil ele ignorar o homem ferido.
Mas quando o samaritano o viu...
Seu coração se encheu de compaixão!
Ele desceu do seu animal.
Foi até o homem com cuidado.
Ele quis ajudar de verdade!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_good_samaritan_scene_05.mp3"
"Pequeninos","good_samaritan","O Bom Samaritano","6","O samaritano cuidou do homem ferido com muito carinho.
Ele usou azeite e vinho para limpar as feridas.
Azeite para aliviar a dor.
Vinho para curar.
Depois ele colocou panos brancos nas feridas.
Com mãos gentis e coração generoso,
Ele cuidou de alguém que nem conhecia!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_good_samaritan_scene_06.mp3"
"Pequeninos","good_samaritan","O Bom Samaritano","7","O samaritano não foi embora depois de curar as feridas.
Ele colocou o homem ferido no seu próprio animal.
Andalzinho... devagarzinho...
Levou-o até uma estalagem — uma espécie de hotel antigo.
Lá o homem poderia descansar e se recuperar.
O samaritano ficou cuidando dele a noite toda.","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_good_samaritan_scene_07.mp3"
"Pequeninos","good_samaritan","O Bom Samaritano","8","Na manhã seguinte, o samaritano precisava partir.
Mas antes de ir, ele chamou o dono da estalagem.
Deu a ele duas moedas de prata.
E disse: — Cuide bem desse homem!
Se gastar mais, eu pago quando voltar.
Ele deu seu tempo, seu cuidado e seu dinheiro.
Tudo por amor a alguém que nem conhecia!","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_good_samaritan_scene_08.mp3"
"Pequeninos","good_samaritan","O Bom Samaritano","9","Jesus terminou a história e olhou para o mestre da lei.
Depois ele fez uma pergunta importante:
— Qual dos três foi o próximo do homem que sofreu?
O mestre da lei pensou um pouco.
Ele respondeu: — Aquele que teve misericórdia!
Jesus sorriu e disse: — Isso mesmo!
E agora a pergunta mais importante:","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_good_samaritan_scene_09.mp3"
"Pequeninos","good_samaritan","O Bom Samaritano","10","Jesus olhou para o mestre da lei e disse:
— Vai e faz o mesmo!
Essas palavras são para você também!
Quando você vir alguém precisando de ajuda,
Não passe de largo como o sacerdote.
Não olhe e vá embora como o levita.
Tenha compaixão como o samaritano!
Amar ao próximo é amar com ação.","Voz gentil e levemente expressiva. Dramatize os momentos de surpresa com entonação, mas sem assustar. Pause antes de revelar o desfecho.","audio_good_samaritan_scene_10.mp3"
"Descobridores","abraham_stars","Abraão e as Estrelas","1","Numa noite especial, Deus falou com Abraão numa visão. Ele disse: ""Não tenha medo, Abraão — Eu sou o seu escudo e a sua grande recompensa!"" Abraão ficou parado, ouvindo com o coração cheio de emoção.","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_abraham_stars_scene_01.mp3"
"Descobridores","abraham_stars","Abraão e as Estrelas","2","Abraão tinha uma preocupação no coração. Ele disse a Deus: ""Senhor, o que vai me dar? Eu não tenho filhos!"" Abraão ficou olhando para o céu, pensativo. Mas Deus tinha uma resposta incrível para ele!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_abraham_stars_scene_02.mp3"
"Descobridores","abraham_stars","Abraão e as Estrelas","3","Deus levou Abraão para fora da tenda e disse: ""Olhe para o céu e tente contar as estrelas! É assim que serão os seus descendentes."" Abraão olhou para cima e ficou sem palavras — havia estrelas por todo lado!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_abraham_stars_scene_03.mp3"
"Descobridores","abraham_stars","Abraão e as Estrelas","4","Mesmo sem entender tudo, Abraão acreditou em Deus. Ele confiou na promessa, mesmo parecendo impossível. A Bíblia diz que Deus ficou muito contente com a fé de Abraão e a contou como algo muito precioso!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_abraham_stars_scene_04.mp3"
"Descobridores","abraham_stars","Abraão e as Estrelas","5","Deus quis fazer uma promessa especial — uma aliança — com Abraão. Ele pediu que Abraão preparasse alguns animais. Era o modo antigo de selar um compromisso muito sério entre duas pessoas.","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_abraham_stars_scene_05.mp3"
"Descobridores","abraham_stars","Abraão e as Estrelas","6","Quando o sol estava se pondo, um sono muito profundo caiu sobre Abraão. Era um sono especial de Deus. E junto com o sono, Deus foi falar diretamente com o coração de Abraão — algo que só Ele pode fazer!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_abraham_stars_scene_06.mp3"
"Descobridores","abraham_stars","Abraão e as Estrelas","7","Deus falou a Abraão sobre o que aconteceria no futuro — sobre seus netos, bisnetos e muitas gerações! Deus conhece cada dia antes de ele acontecer. Que incrível saber que Ele já está cuidando do que ainda virá!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_abraham_stars_scene_07.mp3"
"Descobridores","abraham_stars","Abraão e as Estrelas","8","De repente, uma tocha de fogo brilhante passou entre os animais! Era Deus passando sozinho. Isso significava que Deus assumia toda a responsabilidade da aliança. Ele prometia cumprir, independente do que acontecesse!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_abraham_stars_scene_08.mp3"
"Descobridores","abraham_stars","Abraão e as Estrelas","9","Deus prometeu a Abraão uma terra maravilhosa — com rios, montanhas e campos verdes. Um lugar para todos os seus descendentes morarem. Era uma promessa de lar, de pertencimento, de cuidado!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_abraham_stars_scene_09.mp3"
"Descobridores","abraham_stars","Abraão e as Estrelas","10","A fé de Abraão é um exemplo para todos nós até hoje! Ele acreditou numa promessa que parecia impossível — e Deus cumpriu cada palavra. Cada estrela no céu lembra que Deus é fiel e que Suas promessas duram para sempre!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_abraham_stars_scene_10.mp3"
"Descobridores","joseph_colorful_coat","José e o Manto Colorido","1","Jacó amava muito seu filho José e deu a ele um presente muito especial: um manto de muitas cores lindas! Era bonito demais. Os outros irmãos de José ficaram com ciúmes. Por que ele ganhou e eu não?","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_joseph_colorful_coat_scene_01.mp3"
"Descobridores","joseph_colorful_coat","José e o Manto Colorido","2","José teve dois sonhos muito especiais. Nos sonhos, os seus irmãos se curvavam para ele! José contou os sonhos, mas os irmãos ficaram ainda mais bravos. Só que esses sonhos eram mensagens de Deus!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_joseph_colorful_coat_scene_02.mp3"
"Descobridores","joseph_colorful_coat","José e o Manto Colorido","3","Os irmãos de José ficaram tão bravos que planejaram se livrar dele. Às vezes, quando deixamos a raiva crescer no coração, ela pode nos levar a fazer coisas erradas. O coração precisa de amor, não de mágoa!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_joseph_colorful_coat_scene_03.mp3"
"Descobridores","joseph_colorful_coat","José e o Manto Colorido","4","Os irmãos venderam José para mercadores que passavam com camelos. José foi levado bem longe, para o Egito. Que coisa triste! Mas mesmo no lugar mais difícil, Deus não abandonou José nem por um segundo.","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_joseph_colorful_coat_scene_04.mp3"
"Descobridores","joseph_colorful_coat","José e o Manto Colorido","5","No Egito, José foi trabalhar na casa de um homem chamado Potifar. Mesmo sendo escravo e estando longe de casa, José trabalhava com todo o seu coração. E a Bíblia diz: Deus estava com José em tudo!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_joseph_colorful_coat_scene_05.mp3"
"Descobridores","joseph_colorful_coat","José e o Manto Colorido","6","Por causa de uma injustiça, José foi parar na prisão. Que coisa difícil! Mas mesmo lá dentro, Deus estava com ele. Um raio de luz entrava pela janela pequena — e Deus trazia esperança mesmo no lugar mais escuro.","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_joseph_colorful_coat_scene_06.mp3"
"Descobridores","joseph_colorful_coat","José e o Manto Colorido","7","Na prisão, dois companheiros de José tiveram sonhos estranhos. José pediu a Deus a interpretação e os ajudou! O dom que Deus colocou no coração de José abria portas até na prisão. Os dons de Deus sempre têm um propósito!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_joseph_colorful_coat_scene_07.mp3"
"Descobridores","joseph_colorful_coat","José e o Manto Colorido","8","O faraó, o rei do Egito, teve um sonho muito misterioso. Ele sonhou com vacas gordas e vacas magras, espigas cheias e espigas secas. Ninguém conseguia explicar — até que alguém lembrou de José na prisão!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_joseph_colorful_coat_scene_08.mp3"
"Descobridores","joseph_colorful_coat","José e o Manto Colorido","9","José saiu da prisão para o palácio! O faraó o tornou governador de todo o Egito. José agora salvava vidas durante uma grande fome. Da prisão ao palácio — isso só aconteceu porque Deus estava guiando cada passo!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_joseph_colorful_coat_scene_09.mp3"
"Descobridores","joseph_colorful_coat","José e o Manto Colorido","10","Os irmãos de José chegaram ao Egito para pedir comida. José os reconheceu! Ele poderia ter ficado com raiva — mas em vez disso, escolheu perdoar. Com lágrimas nos olhos disse: ""Não fui eu que vim para cá — foi Deus quem enviou para salvar vocês!""","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_joseph_colorful_coat_scene_10.mp3"
"Descobridores","moses_red_sea","Moisés e o Mar Vermelho","1","Depois de muito tempo como escravos, o povo de Israel finalmente estava livre! Saíram do Egito com alegria, cantando e dançando. Deus ouviu as orações do Seu povo e agiu! Que início de aventura incrível!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_moses_red_sea_scene_01.mp3"
"Descobridores","moses_red_sea","Moisés e o Mar Vermelho","2","Mas de repente — o faraó mudou de ideia! Ele mandou seu grande exército ir atrás de Israel com carros de guerra e cavalos. O povo de Israel estava fugindo, mas os soldados do faraó estavam chegando por trás!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_moses_red_sea_scene_02.mp3"
"Descobridores","moses_red_sea","Moisés e o Mar Vermelho","3","O povo de Israel ficou com muito medo! Na frente: o Mar Vermelho imenso. Atrás: o exército do faraó chegando. Parecia não ter nenhuma saída! As pessoas choravam e gritavam. Que situação difícil!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_moses_red_sea_scene_03.mp3"
"Descobridores","moses_red_sea","Moisés e o Mar Vermelho","4","Moisés ergueu o cajado e disse com voz firme: ""Não tenham medo! Fiquem quietos e vejam como Deus vai salvar vocês hoje! O Senhor lutará por vocês!"" Às vezes precisamos de alguém que nos lembre que Deus está no controle!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_moses_red_sea_scene_04.mp3"
"Descobridores","moses_red_sea","Moisés e o Mar Vermelho","5","Então aconteceu algo incrível! A coluna de nuvem e fogo que guiava Israel se moveu e foi para trás do povo — colocando-se entre Israel e o exército egípcio! Deus colocou Sua proteção entre o Seu povo e o perigo. Que Pai incrível!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_moses_red_sea_scene_05.mp3"
"Descobridores","moses_red_sea","Moisés e o Mar Vermelho","6","Deus mandou Moisés estender o cajado sobre o mar. Era um ato de fé — agir antes de ver o milagre acontecer! Moisés obedeceu. Um vento poderoso começou a soprar toda a noite. Algo grandioso estava prestes a acontecer!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_moses_red_sea_scene_06.mp3"
"Descobridores","moses_red_sea","Moisés e o Mar Vermelho","7","E então o maior milagre aconteceu! As águas do Mar Vermelho se dividiram para os dois lados — uma parede de água de cada lado — e no meio apareceu um caminho seco! O povo ficou de boca aberta. Só Deus faz isso!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_moses_red_sea_scene_07.mp3"
"Descobridores","moses_red_sea","Moisés e o Mar Vermelho","8","Todo o povo de Israel começou a atravessar o fundo do mar — em terra seca! As crianças iam junto com os pais. Os idosos caminhavam firmes. E as paredes de água ficavam de pé dos dois lados. Que vista incrível!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_moses_red_sea_scene_08.mp3"
"Descobridores","moses_red_sea","Moisés e o Mar Vermelho","9","Os soldados do faraó tentaram seguir Israel pelo caminho aberto. Mas as rodas dos carros ficaram presas na areia e tudo começou a dar errado! Deus deteve o exército poderoso com areia molhada. Que poder!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_moses_red_sea_scene_09.mp3"
"Descobridores","moses_red_sea","Moisés e o Mar Vermelho","10","Israel chegou são e salvo à outra margem! Moisés cantou um cântico de louvor a Deus. E Miriam, a irmã de Moisés, pegou o pandeiro e começou a dançar com todas as mulheres — cantando: ""O Senhor é glorioso! Ele nos salvou!""","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_moses_red_sea_scene_10.mp3"
"Descobridores","ruth_naomi","Rute e Noemi","1","Noemi morava em Moabe com o marido e dois filhos. Cada filho se casou com uma moça moabita — Orpá e Rute. Era uma família feliz, unida e cheia de carinho. A vida parecia boa e tranquila!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_ruth_naomi_scene_01.mp3"
"Descobridores","ruth_naomi","Rute e Noemi","2","Uma tristeza muito grande chegou: o marido de Noemi e os dois filhos morreram. Noemi, Orpá e Rute ficaram as três sozinhas, chorando e se abraçando. Nos momentos de dor, estar junto já é um grande presente!","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_ruth_naomi_scene_02.mp3"
"Descobridores","ruth_naomi","Rute e Noemi","3","Noemi decidiu voltar para Belém, sua cidade natal. Por amor às noras, ela disse: ""Voltem para a casa de suas mães. Vocês merecem recomeçar!"" Noemi estava disposta a ficar sozinha para que elas fossem felizes.","Voz narrativa e envolvente. Varie o ritmo: acelere levemente em momentos de tensão, desacelere nos momentos de reflexão.","audio_ruth_naomi_scene_03.mp3"
